id	echaAlta	codigo	denominacion	precio	publicado
109	04/07/2019 18:12:23	7790315100177	AGUA SABORIZADA 500CC LEVITE CERO POMELO	30,61	N
110	04/07/2019 18:12:23	7798062540260	AGUA SABORIZADA 500CC LEVITE PERA	30,61	N
111	04/07/2019 18:12:23	7790315000446	AGUA MINERAL 500CC VILLAVICENCIO SIN GAS	20,71	N
112	04/07/2019 18:12:23	7790895064647	AGUA MINERAL 500CC KIN SIN GAS	21,43	N
113	04/07/2019 18:12:24	7790315000439	AGUA MINERAL 1.5L VILLAVICENCIO SIN GAS	35,7	N
114	04/07/2019 18:12:24	7798062549843	AGUA SABORIZADA 1.5L LEVITE LIMONADA CLASICA	35,7	N
115	04/07/2019 18:12:24	7798062549225	AGUA SABORIZADA 1.5L LEVITE ANANA	35,7	N
116	04/07/2019 18:12:24	7790315100610	AGUA SABORIZADA 1.5L LEVITE SANDIA + FRAMBUESA	35,7	N
117	04/07/2019 18:12:24	7798062540253	AGUA SABORIZADA 1.5L LEVITE PERA	35,7	N
118	04/07/2019 18:12:24	7790315001061	AGUA SABORIZADA 1.5L LEVITE CERO MANZANA	35,7	N
119	04/07/2019 18:12:24	7798062548648	AGUA SABORIZADA 1.5L LEVITE NARANJA	35,7	N
120	04/07/2019 18:12:24	7790895008498	AGUA SABORIZADA 1.5L AQUARIUS LIMONADA	56,1983	Y
121	04/07/2019 18:12:24	7798062541014	AGUA SABORIZADA 2.25L LEVITE PERA	86,09	N
122	04/07/2019 18:12:24	7798062541700	AGUA SABORIZADA 2.25L LEVITE ANANA	86,09	N
123	04/07/2019 18:12:24	7798062543971	AGUA SABORIZADA 2.25L LEVITE LIMONADA CLASICA	86,09	N
124	04/07/2019 18:12:24	7790315001047	AGUA SABORIZADA 2.25L LEVITE CERO POMELO	86,09	N
125	04/07/2019 18:12:24	7791913000746	GASEOSA 2.25L PRITTY LIMON	34,2	N
126	04/07/2019 18:12:24	7790950132229	APERITIVO 2.25L TERMA LIMONADA	48,22	N
127	04/07/2019 18:12:24	7790950134711	APERITIVO 1.5L TERMA FRAMBUESA	110,32	N
128	04/07/2019 18:12:24	7790895007392	GASEOSA 2.25L CRUSH POMELO	58,54	N
129	04/07/2019 18:12:24	7790895006951	GASEOSA 2.25L CRUSH NARANJA	58,54	N
130	04/07/2019 18:12:24	9002490100070	ENERGIZANTE 250CC RED BULL ORIGINAL	72,69	N
131	04/07/2019 18:12:24	7798119220015	ENERGIZANTE 250CC SPEED ORIGINAL	35,63	Y
132	04/07/2019 18:12:24	7791728000160	VINO 750CC SANTA JULIA MALBEC	142,7	Y
133	04/07/2019 18:12:24	7791728000115	VINO 750CC SANTA JULIA CHENIN DULCE	152,79	Y
134	04/07/2019 18:12:25	7790314000041	VINO 1L TORO TINTO	45	N
135	04/07/2019 18:12:25	7790984000051	VINO 1L PICO DE ORO TINTO	31,35	N
136	04/07/2019 18:12:25	7790984000037	VINO 1L PICO DE ORO BLANCO	31,35	N
137	04/07/2019 18:12:25	7793147009199	CERVEZA 473CC HEINEKEN RUBIA	41,82	N
138	04/07/2019 18:12:25	7793147570989	CERVEZA 1L WARSTEINER RUBIA	73,72	N
139	04/07/2019 18:12:25	7792758013045	GASEOSA 3L SECCO POMELO	31,35	N
140	04/07/2019 18:12:25	7792758000236	GASEOSA 3L SECCO LIMA LIMON	31,35	N
141	04/07/2019 18:12:25	7792758001073	GASEOSA 3L SECCO COLA	31,35	N
142	04/07/2019 18:12:25	7792758013038	GASEOSA 3L SECCO NARANJA	31,35	N
143	04/07/2019 18:12:25	7790950133363	APERITIVO 1.35L TERMA POMELO ROSADO	41,02	N
144	04/07/2019 18:12:25	7790950133288	APERITIVO 1.35L TERMA LIMON CERO	41,02	N
145	04/07/2019 18:12:25	7790950133318	APERITIVO 1.35L TERMA SERRANO	41,02	Y
146	04/07/2019 18:12:25	7790950135992	APERITIVO 1.35L TERMA CITRUS	41,02	N
147	04/07/2019 18:12:25	7792834000013	SIDRA 910CC RAMA CAIDA MANZANA	43,39	N
148	04/07/2019 18:12:25	7790950138672	GANCIA CITRICO X 950 CC	128,53	Y
149	04/07/2019 18:12:25	7790950137255	APERITIVO 310CC TERMA LIMONADA	26,46	N
150	04/07/2019 18:12:25	7790950137279	APERITIVO 310CC TERMA POMELADA	26,46	N
151	04/07/2019 18:12:25	7798085680868	APERITIVO 910CC CITRIC POMELADA CON MENTA	42,75	N
152	04/07/2019 18:12:25	7798085680141	JUGO 1L CITRIC NARANJA	71,73	N
153	04/07/2019 18:12:25	7798085680882	JUGO 750CC CITRIC NARANJA	39,9	N
154	04/07/2019 18:12:25	7798085680127	JUGO 500CC CITRIC NARANJA	40,4	N
155	04/07/2019 18:12:26	7790036972602	CHOCOLATADA 200CC SHAKE ORIGINAL	21,42	N
156	04/07/2019 18:12:26	7790036000572	JUGO 200CC BAGGIO MANZANA	17,6	N
157	04/07/2019 18:12:26	7790950131918	APERITIVO 1L DR LEMON VODKA	67,28	Y
158	04/07/2019 18:12:26	7790950134100	APERITIVO 1L DR LEMON LIMON	67,28	Y
159	04/07/2019 18:12:26	7790950133691	APERITIVO 1L DR LEMON MOJITO	67,28	Y
160	04/07/2019 18:12:26	7790950134896	APERITIVO 1L DR LEMON POMELO	67,28	N
161	04/07/2019 18:12:26	7791843004166	CHAMPAGNE 750CC LOS HAROLDOS EXTRA BRUT	188,58	N
162	04/07/2019 18:12:26	7791250001529	ESPUMANTE NAVARRO CORREAS EXTRA BRUT X750 CC	231,3	Y
163	04/07/2019 18:12:26	7790742308801	LECHE 1L LA SERENISIMA TETRA ENTERA 3% - LARGA VIDA	54,54	Y
164	04/07/2019 18:12:26	7790742362100	LECHE 1L LA SERENISIMA TETRA DESCREMADA 1% - LARGA VIDA	57,26	Y
165	04/07/2019 18:12:26	7790742448002	LECHE 1L LA SERENISIMA SACHET ENTERA 3%	44,62	Y
166	04/07/2019 18:12:26	7790742449108	LECHE 1L LA SERENISIMA SACHET DESCREMADA 1%	44,62	Y
167	04/07/2019 18:12:26	7790742016256	LECHE 750CC LA SERENISIMA DESC. FACIL DIGESTION - ULTRA	46,08	N
168	04/07/2019 18:12:26	7790742017109	LECHE 750CC LA SERENISIMA DESC. PROTEIN - ULTRA	43,89	N
169	04/07/2019 18:12:26	7790742011701	CREMA DE LECHE 200CC LA SERENISIMA - ORIGINAL	54,84	Y
170	04/07/2019 18:12:26	7790742141408	CREMA DE LECHE 200CC LA SERENISIMA - LIGHT	54,84	N
171	04/07/2019 18:12:26	7790742141101	CREMA DE LECHE 330CC LA SERENISIMA - ORIGINAL	88,78	Y
172	04/07/2019 18:12:26	7790040110380	JUGO 500CC BC NARANJA	33,95	N
173	04/07/2019 18:12:26	7790040110373	JUGO 500CC BC MULTIFRUTA	33,95	N
174	04/07/2019 18:12:26	7790040110397	JUGO 500CC BC MANZANA	33,95	N
175	04/07/2019 18:12:26	7793360106040	JUGO 1L BC MANZA	46,25	N
176	04/07/2019 18:12:26	7793360108617	JUGO 1L BC PERA	46,25	N
177	04/07/2019 18:12:27	7793360106033	JUGO 1L BC NARANJA	46,25	N
178	04/07/2019 18:12:27	7790742135100	MANTECA 200G LA SERENISIMA LIGHT UNTABLE	117,46	N
179	04/07/2019 18:12:27	7790742112026	ALIMENTO 250CC SEREMIX FRUTILLA	31,98	N
180	04/07/2019 18:12:27	7790742112057	ALIMENTO 250CC SEREMIX BANANA	31,98	N
181	04/07/2019 18:12:27	7793940560118	ALIMENTO 200CC JUNIOR MANZANA	18,47	N
182	04/07/2019 18:12:27	7793360106101	JUGO 200CC BC MANZANA	15,05	N
183	04/07/2019 18:12:27	7790742127174	ALIMENTO 250CC SENSE LATTE	29,12	N
184	04/07/2019 18:12:27	7793940198007	CHOCOLATADA 250CC CINDOR ORIGINAL	49,58	Y
185	04/07/2019 18:12:27	7795323002468	LECHE 200CC NUTRICIA BAGO NUTRILON 1	49,85	N
186	04/07/2019 18:12:27	7791337120204	QUESO CREMA 300G CASANCREM ENTERO	95,86	N
187	04/07/2019 18:12:27	7791337012035	QUESO CREMA 300G CASANCREM LIGHT	95,86	N
188	04/07/2019 18:12:27	7790742163509	QUESO CREMA 300G FINLANDIA LIGHT	94,23	N
189	04/07/2019 18:12:27	7790742161802	QUESO CREMA 200G FINLANDIA LIGHT	54,02274575	N
190	04/07/2019 18:12:27	7790742145901	QUESO CREMA 200G PORT SALUT LIGHT	62,95	N
191	04/07/2019 18:12:27	7790742176707	QUESO CREMA 200G FINLANDIA LIGHT JAMON PARMESANO	62,95	N
192	04/07/2019 18:12:27	7790742167705	QUESO CREMA 200G FINLANDIA LIGTH CHEDDAR	62,95	N
193	04/07/2019 18:12:27	7790742167002	QUESO PROCESADO 200G MASCARPONE ORIGINAL	54,74	N
194	04/07/2019 18:12:27	7790742016614	SALSA 200G FINLANDIA BURGER	59,4	N
195	04/07/2019 18:12:27	7790742016621	SALSA 200G FINLANDIA CHEDDAR	59,4	N
196	04/07/2019 18:12:28	7790036948294	CHOCOLATADA 1L SHAKE ORIGINAL	71,95	N
197	04/07/2019 18:12:28	7791337000728	YOGUR 120G GRAN COMPRA CREMIX - VAINILLA	21,15	N
198	04/07/2019 18:12:28	7791337651227	YOGUR 190G YOGURISIMO FIRME - FRUTILLA	42,97	N
199	04/07/2019 18:12:28	7791337000940	YOGUR 1.1KG YOGURISIMO ENTERO SACHET - FRUTILLA	92,97	Y
200	04/07/2019 18:12:28	7791337623224	YOGUR 1KG SER FORTIFICADO SACHET - FRUTILLA	92,97	N
201	04/07/2019 18:12:28	7791337999954	YOGUR 1KG ACTIVIA ENTERO SACHET - FRUTILLA MANZANA	117,07	N
202	04/07/2019 18:12:28	7791337001978	YOGUR 190G SER FIRME - VAINILLA	42,97	N
203	04/07/2019 18:12:28	7791337096080	YOGUR 125G YOGURISIMO FIRME - FRUTILLA	21,49	N
204	04/07/2019 18:12:28	7791337965720	YOGUR 120G YOGURISIMO CREMIX - FRUTILLA	33,47	N
205	04/07/2019 18:12:28	7791337094017	ALIMENTO 161G DANONINO FIRME VAINILLA	55,52	N
206	04/07/2019 18:12:28	7791337094024	ALIMENTO 161G DANONINO FIRME FRUTILLA	55,52	N
207	04/07/2019 18:12:28	7791337613027	YOGUR 149G YOGURISIMO CON CEREALES - ZUCARITAS	62,8	N
208	04/07/2019 18:12:28	7791337602083	YOGUR 200G LA SERENISIMA ORIGINAL - LIMON Y JENGIBRE	62,8	N
209	04/07/2019 18:12:28	7791337601024	YOGUR 140G YOGURISIMO CON FRUTAS - FRUTILLA	46,28	N
210	04/07/2019 18:12:28	7791337999800	YOGUR 140G YOGURISIMO CON FRUTAS - ARANDANOS	46,28	N
211	04/07/2019 18:12:28	7793940095405	POSTRE 120G SERENITO COMUN - VAINILLA	49,58	N
212	04/07/2019 18:12:28	7791337091580	FLAN 95G SER TENTACION - VAINILLA	30,411314	N
213	04/07/2019 18:12:28	77953070	POSTRE 190G DANETTE CHOCOLATE	55,52	N
214	04/07/2019 18:12:28	7791337031517	POSTRE 190G DANETTE FLAN CON CARAMELO	55,52	N
215	04/07/2019 18:12:28	7791337000780	FLAN 100G SERENITO FORTIFICADO - VAINILLA	30,411314	N
216	04/07/2019 18:12:28	7791337930377	POSTRE 200G SER CHOCOLATE	27,76	N
217	04/07/2019 18:12:28	7791337303065	POSTRE 200G SER DULCE DE LECHE	27,76	N
218	04/07/2019 18:12:28	7791337000230	YOGUR 125G SER JOYFULL - COCO	56,19	N
219	04/07/2019 18:12:28	7791337102118	YOGUR 175G SER CON FRUTAS - DURAZNO MANZANA	65,02	N
220	04/07/2019 18:12:28	7791337993235	YOGUR 164G SER CON CEREALES - MIEL	52,89	N
221	04/07/2019 18:12:28	7791337533325	YOGUR 185G YOGURISIMO GO FORTIFICADO - FRUTILLA	39,66	N
222	04/07/2019 18:12:29	7791337933286	YOGUR 185G SER LIBRE FORTIFICADO - MULTIFRUTA	46,28	N
223	04/07/2019 18:12:29	7793940102882	YOGUR 175G SER CON FRUTAS - FRUTILLA	46,28	N
224	04/07/2019 18:12:29	7791337910423	YOGUR 195G SER FORTIFICADO FIRME - FRUTILLA	42,97	N
225	04/07/2019 18:12:29	7791337910416	YOGUR 195G SER FORTIFICADO FIRME - VAINILLA	42,97	N
226	04/07/2019 18:12:29	7791337102415	YOGUR 175G SER CON FRUTAS - FRUTILLA ARANDANOS GRANADA	46,28	N
227	04/07/2019 18:12:29	7790950138528	APERITIVO 310CC DR LEMON LIMON MTV	26,56	N
228	04/07/2019 18:12:29	7790950137262	APERITIVO 310CC TERMA LIMONADA CITRUS	26,46	N
229	04/07/2019 18:12:29	7790950202823	APERITIVO 473CC DR LEMON VODKA	45,11	N
230	04/07/2019 18:12:29	7790950000160	APERITIVO 950CC GANCIA AMERICANO	121,84	Y
231	04/07/2019 18:12:29	7790950133332	APERITIVO 1.35L TERMA CUYANO	41,02	N
232	04/07/2019 18:12:29	7790950133325	APERITIVO 1.35L TERMA SERRANO CERO	41,02	N
233	04/07/2019 18:12:29	7793940376153	QUESO RALLADO 150G QUESERISIMOS PROVOLONE Y MUZZARELA	93,2	N
234	04/07/2019 18:12:29	7793940376641	QUESO RALLADO 150G QUESERISIMOS CUATRO QUESOS	92,35	N
235	04/07/2019 18:12:29	7793940376917	QUESO RALLADO 150G QUESERISIMOS REGGIANITO Y PATIGRAS	93,2	N
236	04/07/2019 18:12:29	7790742016430	QUESO PROCESADO 500G RICOTA ORIGINAL	78,7	N
237	04/07/2019 18:12:29	7790742164407	QUESO PROCESADO 500G RICOTA LIGHT	78,7	N
238	04/07/2019 18:12:29	7793940237003	SALCHICHAS 6U GRANJA IRIS JUNIOR190G	31,4	N
239	04/07/2019 18:12:29	7798164602880	SALCHICHAS 12U GRANJA IRIS CLASICAS 450G	55,52	N
240	04/07/2019 18:12:29	7793940052002	MANTECA 100G LA SERENISIMA TRADICIONAL	47,23	Y
241	04/07/2019 18:12:29	7793940054006	MANTECA 200G LA SERENISIMA TRADICIONAL	70,6801166	Y
242	04/07/2019 18:12:29	7798172810383	CHAMPAGNE 750CC CRUZAT PREMIER	239,38	N
243	04/07/2019 18:12:29	7798172810369	CHAMPAGNE 750CC CRUZAT EXTRA BRUT	239,38	N
244	04/07/2019 18:12:29	7790975003139	CHAMPAGNE 750CC CHANDON DELICE	182,39	N
245	04/07/2019 18:12:29	7790975194981	CHAMPAGNE 750CC MERCIER DULCE	142,49	N
246	04/07/2019 18:12:30	7790975000039	CHAMPAGNE 750CC MERCIER DEMI SEC	142,49	N
247	04/07/2019 18:12:30	89540468709	LICOR 750CC MALIBU COCO	340	N
248	04/07/2019 18:12:30	7790950134124	LICOR 1L HIERRO QUINA PERETTI TRADICIONAL	130,9	N
249	04/07/2019 18:12:30	7798115010337	LICOR 750CC OTARD DUPUY EXTRA SECO	79,79	N
250	04/07/2019 18:12:30	7790260016011	LICOR 930CC TRES PLUMAS SECO	161,98	N
251	04/07/2019 18:12:30	7798131200620	WHISKY 750CC OLD SMUGGLER BLENDED	113,99	N
252	04/07/2019 18:12:30	7792410010009	WHISKY 1L BLENDERS PRIDE ANEJADO EN BARRICA	236,14	N
253	04/07/2019 18:12:30	7792319000217	CHAMPAGNE 750CC NORTON EXTRA BRUT	216,59	N
254	04/07/2019 18:12:30	7790975000046	CHAMPAGNE 750CC MERCIER ROSE	142,49	N
255	04/07/2019 18:12:30	7791090200014	LICOR 1L HESPERIDINA TRADICIONAL	265,69	N
256	04/07/2019 18:12:30	6001495062508	LICOR 750CC AMARULA TRADICIONAL	733,59	Y
257	04/07/2019 18:12:30	5010504100088	WHISKY 750CC CUTTY SARK BLENDED SCOTCH	313,48	N
258	04/07/2019 18:12:30	7312040050758	VODKA 750CC ABSOLUT MANDRIN	668,62	N
259	04/07/2019 18:12:30	7312040070756	VODKA 750CC ABSOLUT APEACH	668,62	Y
260	04/07/2019 18:12:30	7312040080755	VODKA 750CC ABSOLUT RUBY RED	668,62	N
261	04/07/2019 18:12:30	7312040060757	VODKA 750CC ABSOLUT VAINILA	668,62	Y
262	04/07/2019 18:12:30	7312040227501	VODKA 750CC ABSOLUT APPLE	668,62	Y
263	04/07/2019 18:12:30	7461323129305	RON 750CC BARCELO IMPERIAL	1240	N
264	04/07/2019 18:12:30	5099873005101	WHISKY 500CC JACK DANIELS TENNESSEE HONEY	1132,3935	N
265	04/07/2019 18:12:30	82184038727	WHISKY 750CC GENTLEMAN JACK TENNESSEE WHISKEY	1703,2	N
266	04/07/2019 18:12:30	5011007003029	WHISKY 750CC JAMESON IRISH WHISKEY	579,89	Y
267	04/07/2019 18:12:30	5000329002537	GINEBRA 750CC BEEFEATER LONDON DRY GIN	603,36	N
268	04/07/2019 18:12:30	4067700014559	LICOR 700CC JAGERMEILTER TRADICIONAL	923,16	N
